TransactionAmount,TransactionDate,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,AgeGroup,Target
642.54,856,1,25,1,44.0,1,28.0,1.0,3143.17,254,40-50,2
210.45,2342,1,19,0,27.0,3,146.0,1.0,1242.49,2,18-30,0
313.65,179,0,6,1,55.0,2,173.0,1.0,1886.36,266,50-60,2
99.76,1424,1,34,1,26.0,3,131.0,1.0,416.89,4,18-30,0
115.32,1348,1,10,1,53.0,2,113.0,1.0,5929.08,134,50-60,2
33.61,1535,1,25,2,23.0,3,72.0,1.0,479.08,138,18-30,0
498.59,182,0,28,2,33.0,0,32.0,1.0,5862.99,36,30-40,0
98.81,1632,1,37,1,27.0,3,91.0,1.0,797.1,109,18-30,0
1.87,1980,1,42,0,65.0,2,147.0,1.0,7287.94,206,60+,2
78.92,1100,0,17,2,59.0,1,95.0,1.0,5624.86,126,50-60,2
194.29,142,0,39,1,39.0,1,10.0,1.0,2988.41,155,30-40,0
28.73,2472,1,18,0,53.0,1,185.0,1.0,2712.96,135,50-60,2
105.53,1103,1,7,2,24.0,3,88.0,1.0,1433.66,232,18-30,0
737.34,550,1,24,2,30.0,0,34.0,1.0,7336.56,104,18-30,1
237.86,239,1,30,0,18.0,3,210.0,1.0,475.63,238,<18,0
409.61,1355,1,18,1,65.0,0,89.0,1.0,11698.15,234,60+,1
75.53,1537,0,14,2,21.0,3,157.0,1.0,1034.35,49,18-30,0
72.75,782,1,31,0,64.0,0,15.0,1.0,12042.79,57,60+,1
39.11,1624,1,8,2,26.0,3,143.0,1.0,518.54,125,18-30,0
1309.79,453,1,37,0,23.0,3,139.0,1.0,1258.93,291,18-30,0
729.38,2137,1,20,0,68.0,0,90.0,1.0,9127.65,114,60+,2
137.49,1359,1,13,0,34.0,1,50.0,1.0,4471.05,42,30-40,0
504.71,678,1,11,2,29.0,1,61.0,1.0,6214.54,135,18-30,0
371.47,980,0,25,1,24.0,3,58.0,1.0,1187.04,47,18-30,0
430.35,339,1,5,2,36.0,0,205.0,1.0,354.9,268,30-40,0
230.32,880,1,19,1,35.0,1,56.0,1.0,791.46,132,30-40,0
121.71,1649,1,6,0,52.0,2,140.0,1.0,5878.89,300,50-60,2
98.87,25,1,11,2,20.0,3,179.0,1.0,533.2,36,18-30,0
117.55,903,1,14,0,24.0,3,35.0,1.0,897.94,290,18-30,0
244.64,357,1,40,1,30.0,0,103.0,1.0,9159.56,31,18-30,1
321.93,2300,1,26,0,45.0,1,12.0,1.0,4392.73,89,40-50,2
1092.73,152,1,8,1,58.0,2,11.0,1.0,1390.98,88,50-60,2
283.23,2472,1,12,2,40.0,1,98.0,1.0,2008.77,76,30-40,0
346.65,2476,1,42,2,30.0,1,60.0,1.0,6356.96,36,18-30,0
381.62,173,1,19,2,64.0,2,164.0,1.0,6009.12,0,60+,2
388.65,349,1,28,0,76.0,2,43.0,1.0,7896.85,113,60+,2
29.22,1235,1,35,0,24.0,3,151.0,1.0,1649.43,161,18-30,0
46.75,1389,1,7,1,67.0,2,150.0,1.0,2840.43,178,60+,2
348.64,1057,1,38,2,57.0,2,128.0,1.0,3274.96,299,50-60,2
319.17,78,1,40,2,73.0,2,81.0,1.0,6501.56,147,60+,2
73.95,2063,1,18,0,26.0,3,76.0,1.0,363.92,60,18-30,0
389.63,311,1,23,2,27.0,1,99.0,1.0,9748.48,153,18-30,1
217.61,533,1,6,0,19.0,3,45.0,1.0,1404.53,226,18-30,0
199.84,94,1,9,0,21.0,3,150.0,1.0,706.44,172,18-30,0
56.35,255,1,5,0,44.0,0,75.0,1.0,5095.73,74,40-50,2
248.95,1102,0,37,1,65.0,2,29.0,1.0,3059.79,190,60+,2
142.58,1110,1,35,0,33.0,1,145.0,1.0,7844.23,24,30-40,1
1020.73,2472,1,13,0,28.0,3,87.0,1.0,1119.61,309,18-30,0
84.34,1043,1,22,2,58.0,2,248.0,3.0,5313.97,189,50-60,2
1607.55,1663,1,31,0,31.0,1,156.0,1.0,6227.99,71,30-40,0
333.78,2269,1,36,0,60.0,2,98.0,1.0,6810.94,88,50-60,2
332.59,1279,1,35,2,55.0,2,143.0,1.0,1457.07,163,50-60,2
236.81,2017,1,28,1,22.0,3,15.0,1.0,813.68,56,18-30,0
417.8,1161,0,30,1,27.0,3,130.0,1.0,1518.82,175,18-30,0
319.27,1430,1,35,0,50.0,0,150.0,1.0,10269.78,355,40-50,1
384.1,2472,1,11,1,42.0,1,172.0,1.0,672.79,319,40-50,0
820.62,445,0,14,1,61.0,0,158.0,1.0,6024.8,66,60+,2
474.77,2424,0,16,2,56.0,1,50.0,1.0,2158.59,134,50-60,2
542.72,1643,0,16,1,43.0,0,92.0,1.0,6011.8,151,40-50,1
79.8,2417,1,13,0,73.0,2,76.0,1.0,6372.58,26,60+,2
46.24,492,1,36,1,57.0,1,52.0,1.0,2569.56,62,50-60,2
327.8,2206,1,37,0,61.0,0,54.0,1.0,10585.48,176,60+,1
445.79,1238,1,19,0,52.0,0,161.0,1.0,717.99,342,50-60,2
55.89,1517,1,14,2,72.0,2,150.0,1.0,3689.65,310,60+,2
158.41,257,1,34,1,28.0,3,16.0,1.0,1512.16,221,18-30,0
101.19,2263,0,10,2,64.0,0,75.0,1.0,14389.45,202,60+,1
827.14,120,1,12,1,36.0,1,265.0,4.0,9800.21,112,30-40,1
61.97,940,1,31,0,74.0,2,95.0,1.0,7014.69,264,60+,2
27.21,1089,1,38,0,79.0,2,102.0,1.0,3520.61,27,60+,2
173.74,1674,1,15,2,80.0,2,64.0,1.0,4913.42,329,60+,2
176.11,1461,1,38,1,38.0,1,105.0,1.0,9155.35,248,30-40,1
88.4,2113,1,13,2,46.0,1,174.0,1.0,2567.53,199,40-50,2
567.92,1126,1,8,2,53.0,2,14.0,1.0,3779.47,349,50-60,2
138.11,2350,0,31,2,68.0,2,104.0,1.0,4177.65,42,60+,2
456.93,1803,0,41,1,28.0,1,193.0,1.0,7284.76,187,18-30,1
101.42,762,1,1,2,66.0,2,146.0,1.0,6530.59,359,60+,2
300.61,789,1,12,2,44.0,0,51.0,1.0,7895.54,333,40-50,1
265.94,1008,1,4,2,54.0,1,132.0,1.0,6781.3,15,50-60,2
345.54,159,1,36,2,29.0,1,50.0,1.0,2091.78,286,18-30,0
411.52,75,1,20,0,41.0,0,88.0,1.0,11108.39,171,40-50,1
111.21,1543,1,32,1,35.0,0,111.0,1.0,9088.36,349,30-40,1
316.37,1592,1,7,0,53.0,1,86.0,1.0,4671.69,98,50-60,2
260.63,2406,1,13,1,37.0,1,142.0,1.0,7534.73,147,30-40,1
92.36,579,1,9,0,29.0,1,144.0,1.0,6353.14,93,18-30,0
262.06,1678,1,28,1,63.0,0,118.0,1.0,13587.52,241,60+,1
64.5,1521,1,10,0,74.0,2,230.0,1.0,1351.24,129,60+,2
253.55,77,1,17,0,28.0,1,85.0,5.0,2797.26,170,18-30,0
211.36,520,0,26,1,21.0,3,125.0,3.0,1222.77,228,18-30,0
175.94,1009,1,16,0,57.0,2,89.0,1.0,3728.04,49,50-60,2
199.47,1485,1,11,2,57.0,0,142.0,1.0,6067.44,60,50-60,2
51.07,155,1,9,1,63.0,2,133.0,1.0,4292.16,349,60+,2
435.86,2467,1,17,0,56.0,2,134.0,1.0,3801.82,176,50-60,2
74.73,189,0,17,1,64.0,2,162.0,1.0,6353.22,124,60+,2
182.79,2009,0,21,2,23.0,3,14.0,1.0,1251.85,32,18-30,0
628.36,135,1,2,2,44.0,0,108.0,1.0,11869.71,70,40-50,1
268.39,356,1,35,2,29.0,0,177.0,1.0,9409.43,322,18-30,1
362.27,2472,1,17,0,80.0,2,47.0,1.0,6003.59,73,60+,2
560.15,1498,0,22,2,50.0,1,92.0,1.0,817.83,268,40-50,2
351.99,1068,1,6,0,80.0,2,45.0,2.0,3663.64,300,60+,2
132.36,503,1,7,1,28.0,3,160.0,1.0,319.65,223,18-30,0
24.77,2053,0,26,2,40.0,1,17.0,1.0,478.23,58,30-40,0
668.67,2092,1,11,2,44.0,0,143.0,4.0,13446.81,7,40-50,1
80.24,908,0,27,1,53.0,0,58.0,1.0,8012.81,350,50-60,1
8.65,2167,1,23,0,68.0,2,198.0,1.0,4201.22,312,60+,2
178.91,521,1,29,0,18.0,3,19.0,1.0,8870.89,44,<18,1
115.22,2332,1,37,1,27.0,1,108.0,1.0,906.2,165,18-30,0
161.63,2427,1,38,2,46.0,0,276.0,1.0,9286.37,119,40-50,1
542.75,2324,0,26,1,70.0,2,63.0,1.0,2224.08,125,60+,2
317.47,790,0,34,2,67.0,0,16.0,1.0,14639.28,96,60+,1
280.99,345,1,15,1,45.0,1,29.0,1.0,9733.59,62,40-50,1
24.19,251,1,36,0,29.0,1,28.0,1.0,2756.2,64,18-30,0
586.85,1503,1,23,0,36.0,0,86.0,1.0,6655.15,355,30-40,1
372.41,1124,1,36,0,55.0,2,143.0,1.0,3233.87,12,50-60,2
211.36,1352,1,14,0,20.0,3,148.0,1.0,1676.57,56,18-30,0
383.69,2048,1,7,2,54.0,1,285.0,1.0,8371.11,221,50-60,1
247.17,936,0,6,1,65.0,2,149.0,1.0,2611.64,81,60+,2
48.78,1472,0,18,1,18.0,3,136.0,1.0,552.06,229,<18,0
4.15,1967,0,29,1,60.0,2,119.0,1.0,6017.36,206,50-60,2
60.99,1398,1,28,1,34.0,1,58.0,1.0,7281.46,89,30-40,1
408.19,2373,1,23,1,26.0,1,241.0,1.0,6847.47,127,18-30,0
524.6,660,1,12,1,58.0,0,76.0,1.0,13017.7,204,50-60,1
108.96,1891,1,25,0,26.0,3,247.0,1.0,7597.66,18,18-30,1
70.03,2389,1,26,1,63.0,2,49.0,1.0,7330.31,93,60+,2
124.84,1775,1,21,2,52.0,2,79.0,1.0,6711.78,305,50-60,2
324.04,1225,1,41,0,54.0,2,30.0,1.0,2248.06,105,50-60,2
39.69,749,1,2,2,70.0,2,163.0,1.0,3524.68,82,60+,2
157.7,2276,0,29,1,58.0,3,46.0,1.0,8332.58,277,50-60,1
81.27,2089,0,39,2,22.0,3,68.0,1.0,1814.48,264,18-30,0
193.82,730,1,18,1,37.0,1,176.0,1.0,3886.77,346,30-40,0
16.73,2268,1,13,2,79.0,2,165.0,1.0,7591.13,102,60+,2
474.05,1465,1,38,0,57.0,2,214.0,1.0,1484.31,263,50-60,2
39.21,846,1,24,0,66.0,0,245.0,4.0,9385.57,329,60+,2
637.75,1328,1,9,1,79.0,2,152.0,1.0,4202.92,149,60+,2
153.59,812,0,32,1,66.0,2,174.0,1.0,4813.12,201,60+,2
186.6,2007,1,40,1,18.0,3,139.0,1.0,9716.68,254,<18,1
644.08,833,1,1,2,24.0,3,55.0,1.0,1980.62,56,18-30,0
226.66,2455,1,13,1,41.0,0,168.0,1.0,10216.25,83,40-50,1
305.0,1906,1,31,0,22.0,3,222.0,1.0,944.83,28,18-30,0
233.1,105,0,26,1,42.0,0,37.0,1.0,7469.2,316,40-50,1
793.13,849,1,22,2,68.0,0,76.0,1.0,13389.16,203,60+,1
224.19,1767,1,15,0,52.0,0,93.0,1.0,8475.47,72,50-60,1
214.83,551,0,40,0,23.0,3,63.0,1.0,991.69,322,18-30,0
163.46,1673,0,3,1,63.0,2,111.0,1.0,6953.8,309,60+,2
194.99,2273,1,17,1,34.0,1,91.0,1.0,1370.03,88,30-40,0
23.4,254,1,12,0,46.0,0,175.0,4.0,14851.28,52,40-50,1
227.5,502,1,34,2,34.0,0,277.0,1.0,11505.35,312,30-40,1
259.9,1142,1,28,2,26.0,3,100.0,1.0,914.28,67,18-30,0
59.51,642,0,9,2,36.0,0,55.0,1.0,9955.88,355,30-40,1
50.63,949,1,8,2,64.0,2,143.0,1.0,4732.81,359,60+,2
1074.95,1002,1,17,1,20.0,3,91.0,1.0,530.86,216,18-30,0
112.94,2215,0,35,2,73.0,2,31.0,1.0,3807.84,57,60+,2
11.81,387,1,31,0,21.0,3,131.0,1.0,320.25,91,18-30,0
329.14,2135,1,34,1,55.0,0,14.0,1.0,12033.92,158,50-60,1
154.24,2071,1,23,0,61.0,2,82.0,1.0,6109.55,131,60+,2
233.44,136,1,6,2,20.0,3,297.0,1.0,1691.88,92,18-30,0
141.8,2146,1,6,0,18.0,3,116.0,1.0,1697.67,132,<18,0
209.03,1880,1,11,1,55.0,1,126.0,1.0,8359.5,0,50-60,1
1137.63,300,1,3,0,26.0,3,144.0,1.0,1629.12,101,18-30,0
261.14,883,1,35,1,42.0,1,162.0,1.0,6100.08,151,40-50,1
101.81,1195,1,13,0,45.0,0,105.0,1.0,13872.03,300,40-50,1
98.71,1739,1,13,0,32.0,0,117.0,1.0,10095.23,80,30-40,1
87.38,449,1,1,1,21.0,3,252.0,1.0,1504.99,203,18-30,0
83.39,1720,1,29,1,32.0,0,158.0,1.0,13182.11,357,30-40,1
267.55,1079,1,5,2,46.0,1,40.0,1.0,4330.04,340,40-50,2
870.05,1613,1,12,0,29.0,0,39.0,1.0,905.25,279,18-30,0
154.32,2481,0,40,0,38.0,1,112.0,1.0,6972.5,320,30-40,1
164.51,1023,1,21,1,78.0,2,110.0,1.0,3553.69,48,60+,2
758.12,1215,1,37,0,69.0,2,90.0,1.0,6164.65,291,60+,2
103.76,600,1,18,2,28.0,1,188.0,1.0,9626.14,308,18-30,1
583.92,1395,1,18,2,55.0,1,139.0,1.0,6364.14,10,50-60,2
204.06,4,1,42,2,77.0,2,159.0,1.0,4351.83,60,60+,2
53.51,2016,1,27,2,56.0,2,165.0,1.0,5773.5,295,50-60,2
1108.46,1611,1,20,1,30.0,1,262.0,1.0,9257.04,14,18-30,1
52.95,1439,0,5,2,68.0,3,14.0,1.0,6335.58,90,60+,2
120.17,1445,1,32,0,49.0,0,105.0,1.0,5403.79,327,40-50,2
220.8,1659,1,16,2,31.0,1,28.0,1.0,8135.31,218,30-40,1
119.01,507,1,30,0,45.0,0,87.0,1.0,9798.26,175,40-50,1
183.32,847,1,33,0,21.0,3,74.0,1.0,137.42,189,18-30,0
858.88,1546,1,17,2,60.0,1,227.0,1.0,7015.46,348,50-60,2
11.46,281,0,37,2,41.0,1,128.0,1.0,2356.71,174,40-50,0
61.37,231,1,8,1,75.0,2,164.0,1.0,4294.44,272,60+,2
103.08,399,0,25,1,49.0,1,150.0,1.0,9251.38,20,40-50,1
1.21,1533,1,1,1,55.0,2,196.0,1.0,7542.74,311,50-60,1
425.18,1847,0,7,2,26.0,1,172.0,1.0,9880.71,137,18-30,1
60.96,1986,1,7,0,52.0,2,238.0,1.0,6189.24,216,50-60,2
64.21,56,1,29,0,51.0,0,37.0,1.0,12540.18,182,50-60,1
523.02,911,1,17,2,53.0,2,83.0,1.0,4586.11,16,50-60,2
50.26,2105,1,19,1,65.0,2,164.0,1.0,1519.38,264,60+,2
110.08,2181,1,11,1,19.0,3,95.0,1.0,1447.26,117,18-30,0
54.47,2130,0,30,1,23.0,3,34.0,1.0,1131.42,292,18-30,0
79.76,625,1,18,2,68.0,0,115.0,1.0,10278.75,112,60+,1
16.79,2078,0,11,2,30.0,0,146.0,1.0,535.15,278,18-30,0
1531.31,1995,1,36,2,18.0,3,62.0,4.0,859.86,18,<18,0
68.62,1193,1,29,1,29.0,0,157.0,1.0,13891.47,276,18-30,1
211.36,509,1,27,1,20.0,3,280.0,1.0,1545.77,65,18-30,0
643.38,2080,0,11,2,18.0,3,105.0,1.0,1046.74,338,<18,0
328.34,1898,0,36,2,42.0,1,31.0,1.0,2840.45,158,40-50,0
72.68,1324,1,39,2,69.0,2,44.0,1.0,6216.77,238,60+,2
354.76,892,1,11,1,51.0,0,279.0,1.0,10141.92,77,50-60,1
793.88,358,0,20,0,22.0,3,252.0,1.0,1404.06,51,18-30,0
29.22,410,1,11,0,27.0,1,69.0,1.0,7795.79,246,18-30,1
653.97,1853,1,24,1,37.0,1,100.0,1.0,3886.65,334,30-40,0
366.43,185,0,32,2,21.0,3,92.0,1.0,1560.45,196,18-30,0
120.86,2153,1,7,2,33.0,0,162.0,4.0,13566.58,325,30-40,1
233.74,277,1,4,2,72.0,2,142.0,1.0,4749.54,5,60+,2
471.84,1826,1,33,0,18.0,3,138.0,1.0,1044.33,143,<18,0
213.4,1488,0,13,1,73.0,2,100.0,1.0,2012.24,185,60+,2
254.21,922,1,31,0,48.0,1,46.0,1.0,2487.2,267,40-50,2
577.73,2109,1,38,0,37.0,0,63.0,1.0,14977.99,15,30-40,1
170.26,1792,1,6,0,27.0,3,265.0,1.0,1969.48,70,18-30,0
337.73,945,1,35,2,78.0,2,107.0,4.0,7001.2,66,60+,2
330.61,1229,0,26,1,64.0,2,113.0,1.0,2525.25,252,60+,2
132.33,2110,0,31,0,35.0,1,47.0,1.0,7457.94,138,30-40,1
672.74,1459,0,7,1,46.0,1,118.0,1.0,4734.110000000001,319,40-50,2
74.04,373,1,22,2,18.0,3,66.0,1.0,1690.23,306,<18,0
197.18,841,1,40,2,28.0,1,135.0,1.0,3114.92,220,18-30,0
21.15,2163,1,8,1,70.0,2,180.0,1.0,3466.74,204,60+,2
218.37,1014,1,15,0,62.0,0,112.0,1.0,9942.24,271,60+,1
590.01,230,1,38,2,29.0,0,140.0,3.0,9791.74,84,18-30,1
697.82,2221,1,27,2,44.0,1,153.0,1.0,6824.0,49,40-50,1
302.76,2150,1,34,0,38.0,1,88.0,3.0,8583.39,285,30-40,1
148.0,147,1,40,1,20.0,3,35.0,1.0,1488.65,17,18-30,0
22.26,198,1,35,1,19.0,3,56.0,1.0,5583.88,151,18-30,0
0.86,290,1,7,0,25.0,3,139.0,1.0,1357.22,359,18-30,0
757.1,151,1,1,1,65.0,0,203.0,1.0,10553.23,283,60+,1
38.81,777,0,41,2,25.0,3,145.0,1.0,1619.6,349,18-30,0
76.51,618,0,23,2,49.0,1,120.0,4.0,9475.4,89,40-50,1
32.46,491,1,5,2,31.0,0,10.0,1.0,8656.18,191,30-40,1
1022.75,131,0,38,1,62.0,0,158.0,1.0,207.74,264,60+,2
20.64,728,1,5,1,22.0,3,59.0,1.0,949.38,175,18-30,0
662.11,210,1,1,1,23.0,3,219.0,1.0,1996.38,72,18-30,0
288.77,2122,1,20,1,55.0,1,110.0,1.0,8836.51,202,50-60,1
35.05,1815,1,4,1,30.0,0,105.0,1.0,14330.47,55,18-30,1
214.73,2114,0,20,0,46.0,0,26.0,1.0,5368.42,77,40-50,2
25.38,1981,1,21,1,57.0,1,66.0,1.0,8616.05,318,50-60,1
617.66,183,1,22,0,41.0,1,40.0,1.0,5906.58,235,40-50,1
446.39,2358,1,15,0,63.0,2,77.0,1.0,7863.6,80,60+,2
377.92,364,1,33,1,33.0,1,204.0,1.0,2254.71,31,30-40,0
11.04,292,1,31,2,30.0,1,43.0,1.0,6983.04,257,18-30,1
275.46,1341,1,13,0,36.0,0,67.0,1.0,9697.75,350,30-40,1
179.76,1267,1,30,2,78.0,2,81.0,1.0,5909.52,181,60+,2
32.34,1138,1,18,1,44.0,0,45.0,1.0,7847.62,186,40-50,1
273.92,1221,1,32,1,79.0,2,109.0,1.0,4543.56,325,60+,2
375.45,2308,1,13,1,19.0,3,32.0,1.0,1307.23,129,18-30,0
388.98,1532,1,14,0,23.0,3,155.0,1.0,1819.91,130,18-30,0
492.84,428,1,16,0,25.0,3,38.0,1.0,577.67,181,18-30,0
148.85,2256,1,23,0,57.0,0,25.0,1.0,7802.36,142,50-60,2
211.36,674,0,30,1,62.0,2,47.0,5.0,2596.61,245,60+,2
391.66,1258,1,13,1,50.0,1,103.0,1.0,2406.31,22,40-50,2
185.99,746,0,14,1,41.0,1,53.0,1.0,402.45,202,40-50,0
322.48,495,1,17,0,27.0,3,57.0,1.0,1238.43,302,18-30,0
20.27,2291,1,24,1,18.0,3,22.0,1.0,796.35,196,<18,0
280.61,2230,1,23,0,47.0,1,129.0,3.0,7888.76,264,40-50,1
199.02,968,1,15,0,61.0,2,269.0,1.0,4658.89,59,60+,2
104.23,1949,0,21,2,63.0,2,108.0,1.0,5009.29,203,60+,2
353.59,1477,0,27,1,52.0,2,109.0,5.0,1822.34,270,50-60,2
55.86,150,1,39,2,39.0,1,68.0,1.0,5346.46,37,30-40,1
10.77,473,1,16,0,31.0,0,178.0,1.0,10704.95,262,30-40,1
95.55,663,1,21,1,33.0,1,51.0,1.0,2434.74,231,30-40,0
477.07,2228,1,8,2,27.0,1,278.0,1.0,6568.07,72,18-30,0
9.1,433,0,13,2,52.0,2,63.0,1.0,2791.45,214,50-60,2
21.41,2289,1,21,2,57.0,0,99.0,1.0,658.91,138,50-60,2
278.28,1830,1,17,1,28.0,3,26.0,1.0,1346.88,75,18-30,0
388.1,1539,0,20,2,73.0,2,40.0,1.0,3022.12,70,60+,2
215.39,1134,1,11,0,27.0,3,216.0,1.0,1582.55,290,18-30,0
194.37,768,1,25,0,66.0,0,161.0,1.0,14395.88,186,60+,1
37.7,1189,1,24,0,20.0,3,109.0,1.0,1741.1,345,18-30,0
19.59,1108,1,5,1,64.0,2,122.0,1.0,1061.69,249,60+,2
81.35,154,1,15,2,41.0,1,103.0,1.0,7192.45,42,40-50,1
314.54,1823,0,41,1,58.0,1,228.0,1.0,9923.45,279,50-60,1
466.64,1634,1,19,0,58.0,0,11.0,1.0,10915.11,178,50-60,1
397.01,1437,1,20,0,22.0,3,100.0,1.0,719.52,0,18-30,0
472.48,402,1,27,1,55.0,1,87.0,1.0,7128.82,217,50-60,2
67.15,2182,1,16,2,59.0,0,14.0,1.0,9028.49,270,50-60,1
102.67,853,1,0,1,79.0,2,119.0,1.0,4656.94,10,60+,2
460.09,458,0,14,2,35.0,0,146.0,3.0,6990.64,131,30-40,1
453.49,3,1,39,1,66.0,0,147.0,1.0,6366.43,154,60+,2
267.17,1559,1,39,0,26.0,3,170.0,1.0,1382.62,92,18-30,0
111.26,1523,1,4,0,66.0,0,43.0,1.0,14350.11,85,60+,1
121.17,2437,1,31,0,68.0,0,158.0,1.0,12990.77,230,60+,1
213.28,2446,1,23,1,51.0,2,94.0,1.0,4835.91,304,50-60,2
187.88,1460,1,26,0,60.0,1,180.0,1.0,2154.58,273,50-60,2
471.88,2040,0,38,2,34.0,0,141.0,1.0,14833.34,38,30-40,1
83.79,1901,1,26,0,57.0,1,47.0,1.0,5061.3,163,50-60,2
212.14,1494,1,2,1,72.0,2,105.0,1.0,7225.06,144,60+,2
99.16,420,1,37,2,79.0,2,202.0,1.0,2607.58,245,60+,2
839.33,795,0,21,1,60.0,0,86.0,1.0,11538.97,179,50-60,1
29.91,1382,0,30,2,76.0,2,43.0,3.0,2834.84,137,60+,2
4.24,708,1,36,2,38.0,1,38.0,1.0,7822.73,92,30-40,1
50.29,1724,0,33,2,58.0,0,64.0,1.0,7604.9,54,50-60,2
135.85,1406,1,14,2,57.0,2,269.0,1.0,1480.39,114,50-60,2
368.53,621,1,33,1,68.0,0,34.0,1.0,13696.31,34,60+,1
17.95,1016,0,34,1,64.0,0,135.0,1.0,12344.9,194,60+,1
127.8,431,0,41,1,31.0,1,47.0,1.0,8630.99,40,30-40,1
16.73,366,1,15,2,45.0,1,48.0,1.0,2202.62,194,40-50,2
317.12,2335,1,13,1,44.0,0,80.0,1.0,14409.74,106,40-50,1
476.63,1346,1,5,0,79.0,2,115.0,1.0,4894.25,167,60+,2
156.58,1721,1,32,1,24.0,3,160.0,1.0,8981.61,197,18-30,1
55.12,1727,0,15,2,34.0,1,261.0,1.0,3791.99,296,30-40,0
15.74,47,1,10,1,27.0,3,38.0,1.0,690.16,220,18-30,0
353.68,2075,1,19,1,70.0,2,145.0,1.0,6777.12,133,60+,2
297.15,1908,1,31,2,76.0,2,178.0,1.0,5449.37,225,60+,2
647.85,2292,1,29,1,36.0,0,121.0,1.0,13779.97,192,30-40,1
75.04,1367,1,12,0,49.0,1,178.0,1.0,9648.6,66,40-50,1
273.92,838,1,41,2,28.0,3,35.0,1.0,1029.15,204,18-30,0
215.8,895,0,17,1,51.0,2,66.0,1.0,3656.62,129,50-60,2
963.77,1266,1,21,0,41.0,1,248.0,1.0,6710.51,230,40-50,1
420.6,704,1,21,1,26.0,3,55.0,1.0,1778.75,188,18-30,0
688.36,1197,0,22,1,23.0,3,22.0,1.0,5191.13,282,18-30,0
285.18,471,0,34,1,55.0,0,150.0,1.0,14847.97,196,50-60,1
213.55,605,1,4,0,63.0,0,15.0,1.0,5238.37,44,60+,2
463.11,1804,0,19,1,51.0,0,159.0,1.0,10238.82,56,50-60,1
150.03,1247,1,8,0,73.0,3,176.0,1.0,7491.42,307,60+,2
211.36,1866,1,14,1,51.0,2,131.0,1.0,2116.36,86,50-60,2
309.56,1019,1,5,2,58.0,0,147.0,1.0,972.04,175,50-60,2
377.08,310,0,23,1,26.0,3,71.0,1.0,6430.86,251,18-30,0
77.25,2419,1,41,1,68.0,0,157.0,1.0,14077.97,88,60+,1
146.92,1670,1,32,0,64.0,2,272.0,1.0,3990.6,79,60+,2
126.6,957,1,35,1,22.0,3,146.0,1.0,961.65,133,18-30,0
101.34,447,1,4,0,24.0,3,46.0,1.0,703.26,233,18-30,0
184.97,1164,1,10,1,58.0,0,268.0,1.0,1156.67,283,50-60,2
451.15,398,1,7,0,46.0,1,175.0,1.0,1356.47,262,40-50,0
516.47,2409,0,5,0,25.0,3,94.0,1.0,1305.06,209,18-30,0
880.04,2041,1,34,0,25.0,3,29.0,1.0,261.97,75,18-30,0
353.69,1548,1,38,2,45.0,1,163.0,1.0,9500.79,149,40-50,1
66.69,2050,0,35,1,25.0,3,140.0,1.0,1210.33,54,18-30,0
95.75,1272,1,20,1,31.0,1,169.0,1.0,337.62,70,30-40,0
43.91,1520,1,0,2,27.0,3,86.0,1.0,4734.110000000001,359,18-30,0
98.03,2390,1,12,1,54.0,1,165.0,1.0,6323.45,134,50-60,2
617.66,313,1,4,0,42.0,1,128.0,1.0,7155.95,101,40-50,1
888.57,1081,1,35,2,62.0,2,102.0,1.0,7896.14,274,60+,2
107.48,2297,1,29,1,22.0,3,129.0,1.0,591.23,109,18-30,0
36.57,1429,1,29,0,62.0,2,69.0,1.0,2583.07,40,60+,2
575.62,1076,1,28,2,43.0,0,129.0,1.0,234.41,310,40-50,0
84.89,930,1,38,0,37.0,1,70.0,1.0,4735.61,353,30-40,0
832.3,1273,0,2,1,69.0,2,86.0,1.0,4734.110000000001,25,60+,2
180.65,2296,1,5,1,22.0,3,38.0,5.0,816.01,208,18-30,0
7.76,584,0,19,2,52.0,2,84.0,1.0,7393.11,352,50-60,1
109.3,1402,1,13,1,56.0,0,27.0,1.0,13510.11,7,50-60,1
230.08,781,1,2,2,79.0,2,124.0,1.0,4466.1,324,60+,2
361.92,330,1,11,0,54.0,2,111.0,1.0,7474.31,241,50-60,1
71.29,212,1,6,0,68.0,2,55.0,2.0,7225.63,88,60+,2
122.45,100,1,27,1,46.0,0,98.0,1.0,7255.49,92,40-50,1
642.53,1487,1,23,0,65.0,0,128.0,1.0,11417.91,347,60+,1
62.86,826,1,15,1,25.0,3,31.0,1.0,1040.43,251,18-30,0
175.21,2412,0,23,0,69.0,0,69.0,1.0,6039.04,135,60+,2
168.0,1556,0,40,1,32.0,1,11.0,1.0,3498.58,357,30-40,0
11.46,1872,1,6,2,67.0,2,73.0,1.0,6628.75,57,60+,2
382.07,1021,0,29,1,62.0,0,147.0,1.0,10156.09,115,60+,1
13.48,1760,1,19,2,18.0,3,20.0,3.0,521.88,238,<18,0
65.32,2059,1,23,0,28.0,3,54.0,1.0,9165.02,286,18-30,1
83.07,40,1,24,1,27.0,1,291.0,4.0,6704.76,259,18-30,0
730.1,1351,0,6,1,77.0,2,93.0,1.0,6384.05,26,60+,2
85.31,2336,1,18,0,62.0,2,27.0,1.0,6095.65,111,60+,2
